brand,id,category,type,dc_mm,shank_mm,ratio,classification
"ISCAR","ECA-B-3 16-32C16R1-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECA-B-3 16-32C16R2.5-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECA-B-3 16-32C16R2-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECA-B-3 16-32C16R3-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECA-B-3 16-32C16R4-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECA-B-3 16-32W16-92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ECA040F11-2C04","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","ECA060F13-2C06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ECA080F20-2C08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ECA100F22-2C10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ECA120F25-2C12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ECA160F32-2C16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EPN-F10 04-16C04F55","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EPN-F10 06-19C06F57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EPNF060S15-3L/9C06F57 (1)","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EPN-F12 08-25C08F63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EPNF080S25-3L/10C8F72 (1)","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EPN-F12 10-25C10F72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EPN-F12 12-25C12F83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EPNC-C10 08-25C08F63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EPNC-C10 10-25C10F72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EPNC-C10 12-25C12F83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EPND-C8 04-16C04F60","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EPND-C10 06-19C06F65","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EPND-C10 08-25C08F63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EPND-C10 10-25C10F72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EPND-C10 12-25C12F83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EPX-F6 06-12C06F57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EPX-F6 08-16C08F63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EPX-F6 10-20C10F72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EPX-F8 12-24C12F83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-H3 06-12C06CFH57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-H3 08-16C08CFH63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB-H3 10-20C10CFH72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB-H3 12-24C12CFH83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-H5 16-32C16CFH92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EB-E4L 04-08/12C06CFH57","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-E4L 05-10/15C06CFH57","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB-E4L 06-12/18C06CFH57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-E4L 08-16/24C08CFH63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB-E4L 10-20/30C10CFH72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB-E4L 12-24/36C12CFH83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-E4L 16-32/48C16CFH92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EB040A07-2C04","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EB040A07-2C06","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB050A08-2C05","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","EB050A08-2C06","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB060A08-2C06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB080A11-2C08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB100A13-2C10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB120A14-2C12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB160A16-2C16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EB-A2 04-04/08C06H70","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 05-05/10C06H80","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB-A2 06-06/12C06H90","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A2 07-07/14C08H90","indexable_mill","end_mill",177.8,203.2,0.9,bad-diameter
"ISCAR","EB-A2 08-08/16C08H100","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB-A2 10-10/20C10H100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB-A2 12-12/24C12H110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-A2 14-14/28C14H110","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EB-A2 04-06C06E50","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 04-08W06E57","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 05-07C06E51","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB-A2 05-10W06E57","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB-A2 06-07C06E51","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A2 06-10W06E57","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A2 08-09C08E63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB-A2 08-16W08E63","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB-A2 10-10C10E66","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB-A2 10-19W10E72","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB-A2 12-14C12E71","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-A2 12-22W12E83","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-A2 16-26W16E92","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EB-A2 18-26W18E92","indexable_mill","end_mill",457.2,457.2,1,bad-diameter
"ISCAR","EB-A2 04-30C04E75","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EB-A2 05-40C05E100","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","EB-A2 06-50C06E150","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A2 08-50C08E150","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB-A2 10-60C10E150","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB-A2 12-75C12E150","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-A2 16-75C16E150","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EB040A07-3C04","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EB040A07-3C06","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB050A08-3C05","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","EB050A08-3C06","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB060A08-3C06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB080A11-3C08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB100A13-3C10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB120A14-3C12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-A4 04-06C06E50","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A4 05-07C06E51","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB-A4 06-07C06E50","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A4 06-07C06E51","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A4 08-09C08E59","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB-A4 10-10C10E66","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB-A4 12-14C12E71","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-A4 16-16C16E76","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EB-A4 18-18C18E76","indexable_mill","end_mill",457.2,457.2,1,bad-diameter
"ISCAR","EB040A07-4C04","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EB040A07-4C06","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB050A08-4C06","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB060A08-4C06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB080A11-4C08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB100A13-4C10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB120A14-4C12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB140A14-4C14","indexable_mill","end_mill",355.6,355.6,1,bad-diameter
"ISCAR","EB160A16-4C16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EB040A12-4C04","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EB050A14-4C05","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","EB060A16-4C06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB080A20-4C08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB090A11-4C09","indexable_mill","end_mill",228.6,228.6,1,bad-diameter
"ISCAR","EB100A22-4C10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB120A25-4C12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB160A32-4C16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EBL040A12-4C04","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EBL060A16-4C06","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EBL070A16-4C07","indexable_mill","end_mill",177.8,177.8,1,bad-diameter
"ISCAR","EBL080A20-4C08","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EBL090A20-4C09","indexable_mill","end_mill",228.6,228.6,1,bad-diameter
"ISCAR","EBL100A22-4C10","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EBL120A25-4C12","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EBL160A32-4C16","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EB-A2 040-032/16C6H60","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 040-032/20C6H65","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 040-032/25C6H70","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 040-060/10C6M60","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 040-060/12C6M60","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 040-060/16C6M60","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 040-060/20C6M65","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 040-060/25C6M70","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 040-060/30C6M70","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 040-060/35C6M80","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 040-060/45C6M90","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 050-075/20C6M60","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB-A2 050-075/25C6M70","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB-A2 050-075/35C6M80","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB-A2 060-090/20C6M80","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A2 060-090/30C6M90","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A2 060-090/40C6M100","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A2 04-08C06M70","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 05-12C06M80","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB-A2 06-12/22C06M80","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A2 07-14C08M90","indexable_mill","end_mill",177.8,203.2,0.9,bad-diameter
"ISCAR","EB-A2 08-14/27C08M90","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB-A2 10-18/31C10M100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB-A2 12-22/35C12M110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-A2 16-30/50C16M140","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EB-A2 04-08C04M100","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","EB-A2 06-10C06M120","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A2 08-14C08M140","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB-A2 10-18C10M180","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB-A2 12-22C12M200","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-A2 16-30C16M250","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","EB-A2 04-08/10/1.5C06M90","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 04-08/10/3.0C06M70","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 05-10/12/1.5C08M110","indexable_mill","end_mill",127,203.2,0.6,bad-diameter
"ISCAR","EB-A2 06-12/15/1.5C08M110","indexable_mill","end_mill",152.4,203.2,0.8,bad-diameter
"ISCAR","EB-A2 06-12/15/3.0C08M90","indexable_mill","end_mill",152.4,203.2,0.8,bad-diameter
"ISCAR","EB-A2 08-14/17/1.5C10M120","indexable_mill","end_mill",203.2,254,0.8,bad-diameter
"ISCAR","EB-A2 10-18/21/1.5C12M130","indexable_mill","end_mill",254,304.8,0.8,bad-diameter
"ISCAR","EB-A2 10-18/21/3.0C12M110","indexable_mill","end_mill",254,304.8,0.8,bad-diameter
"ISCAR","EB-A2 04-04/08C06M70","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","EB-A2 05-05/10C06M80","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","EB-A2 06-06/12C06M90","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","EB-A2 07-07/14C08M90","indexable_mill","end_mill",177.8,203.2,0.9,bad-diameter
"ISCAR","EB-A2 08-08/16C08M100","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","EB-A2 09-09/18C10M100","indexable_mill","end_mill",228.6,254,0.9,bad-diameter
"ISCAR","EB-A2 10-10/20C10M100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","EB-A2 12-12/24C12M110","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","EB-A2 16-16/32C16M140","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ESB-A2 04 03/30C06M80","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","ESB-A2 05 03/38C06M80","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","ESB-A2 06 04/28C06M100","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ESB-A2 08 06/33C08M100","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ESB-A2 10 07/40C10M100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ESB-A2 16 12/59C16M150","indexable_mill","end_mill",406.4,406.4,1,bad-diameter
"ISCAR","ESB-A4 05 3/38C06M80","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","ESB-A4 06 4/28C06M100","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ESB-A4 08 6/33C08M100","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ESB-A4 10 7/40C10M100","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ESB-A4 12 9/49C12M100","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","ISCAR-101.6","indexable_mill","end_mill",101.6,101.6,1,bad-diameter
"ISCAR","ISCAR-127.0","indexable_mill","end_mill",127,127,1,bad-diameter
"ISCAR","ISCAR-152.4","indexable_mill","end_mill",152.4,152.4,1,bad-diameter
"ISCAR","ISCAR-203.2","indexable_mill","end_mill",203.2,203.2,1,bad-diameter
"ISCAR","ISCAR-254.0","indexable_mill","end_mill",254,254,1,bad-diameter
"ISCAR","ISCAR-304.8","indexable_mill","end_mill",304.8,304.8,1,bad-diameter
"ISCAR","R0.5D5.0C06-50","indexable_mill","end_mill",127,152.4,0.8,bad-diameter
"ISCAR","R.75D4.5C06-50","indexable_mill","end_mill",114.3,152.4,0.8,bad-diameter
"ISCAR","R1.0D4.0C06-50","indexable_mill","end_mill",101.6,152.4,0.7,bad-diameter
"ISCAR","R1.5D5.0C08-63","indexable_mill","end_mill",127,203.2,0.6,bad-diameter
"ISCAR","R2.0D6.0C10-66","indexable_mill","end_mill",152.4,254,0.6,bad-diameter
"ISCAR","R2.5D5.0C10-66","indexable_mill","end_mill",127,254,0.5,bad-diameter
"ISCAR","R3.0D6.0C12-73","indexable_mill","end_mill",152.4,304.8,0.5,bad-diameter
"ISCAR","SM-D4.0-23-6-1.50-13","indexable_mill","end_mill",101.6,38.1,2.7,bad-diameter
"ISCAR","D4.0-3.0-06-1.5-12-C","indexable_mill","end_mill",101.6,,,bad-diameter
"ISCAR","D4.0-5.1-06-1.5-12-C","indexable_mill","end_mill",101.6,,,bad-diameter
"ISCAR","D4.00-1.50-1.50-M","indexable_mill","end_mill",101.6,,,bad-diameter
"ISCAR","D4.00-07-1.50-R-LN16","indexable_mill","end_mill",101.6,,,bad-diameter
"ISCAR","D5.00-9-1.50-R-LN16","indexable_mill","end_mill",127,,,bad-diameter
"ISCAR","D6.00-10-2.00-R-LN16","indexable_mill","end_mill",152.4,,,bad-diameter
"ISCAR","RW D337A400-7-1.50-16","indexable_mill","end_mill",85.6,38.1,2.2,bad-diameter
"ISCAR","RW D321A400-6-1.50-20","indexable_mill","end_mill",81.53,38.1,2.1,bad-diameter
"ISCAR","RW D421A500-7-1.50-20","indexable_mill","end_mill",106.93,38.1,2.8,bad-diameter
"ISCAR","ISCAR-85.6","indexable_mill","end_mill",85.6,38.1,2.2,bad-diameter
"ISCAR","ISCAR-111.0","indexable_mill","end_mill",111,38.1,2.9,bad-diameter
"ISCAR","ISCAR-88.9","indexable_mill","end_mill",88.9,38.1,2.3,bad-diameter
"ISCAR","X4 ED20/.78-3-M10-04","indexable_mill","end_mill",496,,,bad-diameter
"ISCAR","X4 ED35/1.38-5-M16-04","indexable_mill","end_mill",87,,,bad-diameter
"ISCAR","X4 ED42/1.65-6-M16-04","indexable_mill","end_mill",362,,,bad-diameter
"ISCAR","X4 FD4.00-8-1.50-08","indexable_mill","end_mill",86,,,bad-diameter
"ISCAR","X4 FD5.00-10-1.50-08","indexable_mill","end_mill",111.4,,,bad-diameter
"ISCAR","FQ4 D5.0-10-1.50-12","indexable_mill","end_mill",104.39,38.1,2.7,bad-diameter
"ISCAR","FQ4 D5.00-08-1.50-17","indexable_mill","end_mill",97.79,38.1,2.6,bad-diameter
"ISCAR","FQ4 D6.00-10-2.00-17 (1)","indexable_mill","end_mill",123.19,50.8,2.4,bad-diameter
"ISCAR","F FWX D4.00-08-1.50-07","indexable_mill","end_mill",88.59,,,bad-diameter
"ISCAR","F FWX D4.00-07-1.50-08","indexable_mill","end_mill",85.6,,,bad-diameter
"ISCAR","F FWX D5.00-09-1.50-08","indexable_mill","end_mill",111,,,bad-diameter
"ISCAR","F FWX D6.00-10-2.00-08 (1)","indexable_mill","end_mill",136.4,,,bad-diameter
"ISCAR","MF FWX D4.00-08-1.50-07","indexable_mill","end_mill",89.41,38.1,2.3,bad-diameter
"ISCAR","MF FWX D4.00-07-1.50-08","indexable_mill","end_mill",86.31,38.1,2.3,bad-diameter
"ISCAR","MF FWX D5.00-09-1.50-08","indexable_mill","end_mill",111.71,38.1,2.9,bad-diameter
"ISCAR","F FHX D4.00-09-1.50-R06","indexable_mill","end_mill",91.95,,,bad-diameter
"ISCAR","F FHX D5.00-11-1.50-R06","indexable_mill","end_mill",117.35,,,bad-diameter
"ISCAR","F FHX D6.00-13-2.00-R06","indexable_mill","end_mill",142.75,,,bad-diameter
"ISCAR","V D4.0-08-1.5-R-VN07","indexable_mill","end_mill",86,38.1,2.3,bad-diameter
"ISCAR","W D4.00-1.50-09-C","indexable_mill","end_mill",80.77,38.1,2.1,bad-diameter
"ISCAR","DN D100-03-27-LN08","indexable_mill","end_mill",100,27,3.7,bad-diameter
"ISCAR","DN D100-04-27-LN08","indexable_mill","end_mill",100,27,3.7,bad-diameter
"ISCAR","DN D100-05-27-LN08","indexable_mill","end_mill",100,27,3.7,bad-diameter
"ISCAR","DN D100-06-27-LN08","indexable_mill","end_mill",100,27,3.7,bad-diameter
"ISCAR","DN D4.0-0.281-08-LN12 (1)","indexable_mill","end_mill",101.6,25.4,4,bad-diameter
"ISCAR","DN D4.0-0.375-08-LN12 (2)","indexable_mill","end_mill",101.6,25.4,4,bad-diameter
"ISCAR","DN D5.0-0.281-10-LN12 (1)","indexable_mill","end_mill",127,31.75,4,bad-diameter
"ISCAR","DN D5.0-0.375-10-LN12 (2)","indexable_mill","end_mill",127,31.75,4,bad-diameter
"ISCAR","DN D6.0-0.375-12-LN12 (2)","indexable_mill","end_mill",152.4,38.1,4,bad-diameter
"ISCAR","D4.0-0.31-08-R06","indexable_mill","end_mill",101.6,,,bad-diameter
"ISCAR","D4.0-0.38-08-R06","indexable_mill","end_mill",101.6,,,bad-diameter
"ISCAR","D4.0-0.50-08-R10","indexable_mill","end_mill",101.6,,,bad-diameter
"ISCAR","D5.0-0.62-10-R10","indexable_mill","end_mill",127,,,bad-diameter
"ISCAR","D6.0-0.50-12-R10","indexable_mill","end_mill",152.4,,,bad-diameter
"ISCAR","D6.0-0.50-12-R12","indexable_mill","end_mill",152.4,,,bad-diameter
"ISCAR","D6.0-0.75-12-R12","indexable_mill","end_mill",152.4,,,bad-diameter
"ISCAR","D8.0-0.75-16-R12","indexable_mill","end_mill",203.2,,,bad-diameter
"ISCAR","FDN D100-0608-27R-CALN12 (1)","indexable_mill","end_mill",100,27,3.7,bad-diameter
"ISCAR","FDN D100-0810-27R-CALN12 (2)","indexable_mill","end_mill",100,27,3.7,bad-diameter
"ISCAR","FDN D100-1014-27R-CALN12 (3)","indexable_mill","end_mill",100,27,3.7,bad-diameter
"ISCAR","FDN D125-0608-32R-CALN12 (1)","indexable_mill","end_mill",125,32,3.9,bad-diameter
"ISCAR","FDN D125-0810-32R-CALN12 (2)","indexable_mill","end_mill",125,32,3.9,bad-diameter
"ISCAR","FDN D160-0608-40R-CALN12 (1)","indexable_mill","end_mill",160,40,4,bad-diameter
"ISCAR","FDN D160-0810-40R-CALN12 (2)","indexable_mill","end_mill",160,40,4,bad-diameter
"ISCAR","FDN D160-1014-40R-CALN12 (3)","indexable_mill","end_mill",160,40,4,bad-diameter
"ISCAR","DN D100-0608-27R-CALN12(1)","indexable_mill","end_mill",100,27,3.7,bad-diameter
"ISCAR","DN D100-0810-27R-CALN12(2)","indexable_mill","end_mill",100,27,3.7,bad-diameter
"ISCAR","DN D100-1014-27R-CALN12(3)","indexable_mill","end_mill",100,27,3.7,bad-diameter
"ISCAR","DN D125-0608-32R-CALN12(1)","indexable_mill","end_mill",125,32,3.9,bad-diameter
"ISCAR","DN D125-0810-32R-CALN12(2)","indexable_mill","end_mill",125,32,3.9,bad-diameter
"ISCAR","DN D160-0608-40R-CALN12(1)","indexable_mill","end_mill",160,40,4,bad-diameter
"ISCAR","DN D160-0810-40R-CALN12(2)","indexable_mill","end_mill",160,40,4,bad-diameter
"ISCAR","DN D160-1014-40R-CALN12(3)","indexable_mill","end_mill",160,40,4,bad-diameter
"ISCAR","D100-1419-27R-CALN11","indexable_mill","end_mill",100,27,3.7,bad-diameter
"ISCAR","D125-1419-32R-CALN11","indexable_mill","end_mill",125,32,3.9,bad-diameter
"ISCAR","D160-1419-40R-CALN11","indexable_mill","end_mill",160,40,4,bad-diameter
"ISCAR","D200-1419-40R-CALN11","indexable_mill","end_mill",200,40,5,bad-diameter
"ISCAR","D250-1419-60R-CALN11","indexable_mill","end_mill",250,60,4.2,bad-diameter
"ISCAR","DN D4.0-0.39-08-XN09","indexable_mill","end_mill",101.6,,,bad-diameter
"ISCAR","DN D4.0-0.50-08-XN09","indexable_mill","end_mill",101.6,,,bad-diameter
"ISCAR","DN D5.0-0.39-10-XN09","indexable_mill","end_mill",127,,,bad-diameter
"ISCAR","DN D5.0-0.50-10-XN09","indexable_mill","end_mill",127,,,bad-diameter
"ISCAR","DN D6.0-0.39-12-XN09","indexable_mill","end_mill",152.4,,,bad-diameter
"ISCAR","DN D6.0-0.50-12-XN09","indexable_mill","end_mill",152.4,,,bad-diameter
"ISCAR","DN D4.0-0.281-10-LN12(1)","indexable_mill","end_mill",101.6,31.75,3.2,bad-diameter
"ISCAR","DN D4.0-0.375-10-LN12(2)","indexable_mill","end_mill",101.6,31.75,3.2,bad-diameter
"ISCAR","DN D5.0-0.375-12-LN12(2)","indexable_mill","end_mill",127,38.1,3.3,bad-diameter
"ISCAR","DN D6.0-0.375-12-LN12(2)","indexable_mill","end_mill",152.4,38.1,4,bad-diameter
"ISCAR","DN D8.0-0.375-16-LN12(2)","indexable_mill","end_mill",203.2,50.8,4,bad-diameter
