holder_id,vendor,holder_type,taper,gauge_length_in,body_diameter_in,max_rpm,runout_um
HAIMER-SK50-weldon-25.0,haimer,weldon,SK50,,2.5591,,
HAIMER-SK50-weldon-32.0,haimer,weldon,SK50,,2.8346,,
HAIMER-SK50-weldon-40.0,haimer,weldon,SK50,,3.0709,,
.10.2,haimer,weldon,SK50,,1.378,,
.12.2 .,haimer,weldon,SK50,,1.6535,,
.22.KKB,haimer,weldon,SK50,,1.8898,,
.27.KKB,haimer,weldon,SK50,,2.3622,,
HAIMER-SK50-weldon-50.0,haimer,weldon,SK50,,4.7244,,
.03,haimer,shrink_fit,HSK-A125,,0.3937,,
.04,haimer,shrink_fit,HSK-A125,,0.3937,,
.05,haimer,shrink_fit,HSK-A125,,0.3937,,
.06,haimer,shrink_fit,HSK-A125,,1.063,,
.08,haimer,shrink_fit,HSK-A125,,1.063,,
.10,haimer,shrink_fit,HSK-A125,,1.2598,,
.1/8Z,haimer,shrink_fit,HSK-A125,2.361,0.3902,,
.3/16Z,haimer,shrink_fit,HSK-A125,2.361,0.3902,,
.1/4Z,haimer,shrink_fit,HSK-A125,3.15,1.0598,,
.3/8Z,haimer,shrink_fit,HSK-A125,3.15,1.2598,,
.7/16Z,haimer,shrink_fit,HSK-A125,3.15,1.2598,,
.1/2Z,haimer,shrink_fit,HSK-A125,3.5402,1.2598,,
.5/8Z,haimer,shrink_fit,HSK-A125,3.5402,1.3,,
.12,haimer,shrink_fit,HSK-A125,,1.2598,,
HAIMER-HSK-A125-shrink_fit-14.0,haimer,shrink_fit,HSK-A125,,1.3386,,
HAIMER-HSK-A125-shrink_fit-16.0,haimer,shrink_fit,HSK-A125,,1.3386,,
.22.KKB,haimer,shrink_fit,HSK-A125,,1.8898,,
—,haimer,shrink_fit,HSK-A125,,2.3622,,
—,haimer,shrink_fit,HSK-A125,,3.0709,,
.3/8Z.4,haimer,shrink_fit,HSK-A125,6.3,1.2598,,
.7/16Z.4,haimer,shrink_fit,HSK-A125,6.3,1.2598,,
.1/2Z.4,haimer,shrink_fit,HSK-A125,6.3,1.2598,,
.5/8Z.4,haimer,shrink_fit,HSK-A125,6.3,1.3402,,
.3/4Z.4,haimer,shrink_fit,HSK-A125,6.3,1.65,,
.1Z.4,haimer,shrink_fit,HSK-A125,6.3,2.0902,,
.3/8Z.47,haimer,shrink_fit,HSK-A125,3.352,1.2598,,
.1/2Z.47,haimer,shrink_fit,HSK-A125,3.5421,1.2598,,
.5/8Z.47,haimer,shrink_fit,HSK-A125,3.7421,1.3402,,
.3/4Z.47,haimer,shrink_fit,HSK-A125,3.9421,1.65,,
.1Z.47,haimer,shrink_fit,HSK-A125,4.5319,2.0902,,
HAIMER-HSK-A125-shrink_fit-30.0,haimer,shrink_fit,HSK-A125,,3.9764,,
.18,haimer,shrink_fit,HSK-A125,,1.6535,,
.20,haimer,shrink_fit,HSK-A125,,1.6535,,
.25,haimer,shrink_fit,HSK-A125,,2.0866,,
.06.37,haimer,shrink_fit,HSK-A125,6.2992,2.0866,,
.08.37,haimer,shrink_fit,HSK-A125,6.2992,2.0866,,
12.37,haimer,shrink_fit,HSK-A125,2.3622,0.1575,,
.14.3,haimer,shrink_fit,HSK-A125,6.2992,2.0866,,
7 .16.37,haimer,shrink_fit,HSK-A125,6.2992,2.0866,,
.18.37,haimer,shrink_fit,HSK-A125,6.2992,2.0866,,
.20.37,haimer,shrink_fit,HSK-A125,6.2992,2.0866,,
.25.37,haimer,shrink_fit,HSK-A125,6.2992,2.0866,,
.32.37,haimer,shrink_fit,HSK-A125,6.2992,2.0866,,
.5/8z.67,haimer,shrink_fit,HSK-A125,3.35,1.8098,,
.3/4z.67,haimer,shrink_fit,HSK-A125,3.35,1.8098,,
.16.67,haimer,shrink_fit,HSK-A125,3.3465,1.811,,
.20.67,haimer,shrink_fit,HSK-A125,3.3465,1.811,,
.03,haimer,shrink_fit,HSK-A125,4.7244,,,
.04,haimer,shrink_fit,HSK-A125,4.7244,,,
.05,haimer,shrink_fit,HSK-A125,4.7244,,,
.06,haimer,shrink_fit,HSK-A125,4.7244,,,
.08,haimer,shrink_fit,HSK-A125,4.7244,,,
.10,haimer,shrink_fit,HSK-A125,4.7244,,,
.12,haimer,shrink_fit,HSK-A125,4.7244,,,
HAIMER-HSK-A63-shrink_fit-3.0,haimer,shrink_fit,HSK-A63,6.2992,0.3543,,
HAIMER-HSK-A63-shrink_fit-4.0,haimer,shrink_fit,HSK-A63,6.2992,0.3937,,
HAIMER-HSK-A63-shrink_fit-5.0,haimer,shrink_fit,HSK-A63,6.2992,0.4331,,
HAIMER-HSK-A63-shrink_fit-6.0,haimer,shrink_fit,HSK-A63,6.2992,0.4724,,
HAIMER-HSK-A63-shrink_fit-8.0,haimer,shrink_fit,HSK-A63,6.2992,0.5512,,
HAIMER-HSK-A63-shrink_fit-10.0,haimer,shrink_fit,HSK-A63,6.2992,0.6299,,
HAIMER-HSK-A63-shrink_fit-12.0,haimer,shrink_fit,HSK-A63,6.2992,0.7087,,
HAIMER-HSK-A63-shrink_fit-16.0,haimer,shrink_fit,HSK-A63,6.2992,0.9449,,
.3/4Z,haimer,shrink_fit,HSK-A63,6.3,1.6701,,
.1Z,haimer,shrink_fit,HSK-A63,6.3,1.6701,,
HAIMER-HSK-A63-shrink_fit-16.0,haimer,shrink_fit,HSK-A63,,1.4173,,
.22.KKB,haimer,shrink_fit,HSK-A63,,1.8898,,
.27.KKB,haimer,shrink_fit,HSK-A63,,2.3622,,
.32.KKB,haimer,shrink_fit,HSK-A63,,3.0709,,
HAIMER-HSK-A63-shrink_fit-40.0,haimer,shrink_fit,HSK-A63,,3.4252,,
HAIMER-HSK-A63-shrink_fit-6.35,haimer,shrink_fit,HSK-A63,,1.0598,,
HAIMER-HSK-A63-shrink_fit-7.94,haimer,shrink_fit,HSK-A63,,1.0598,,
HAIMER-HSK-A63-shrink_fit-9.52,haimer,shrink_fit,HSK-A63,,1.2598,,
HAIMER-HSK-A63-shrink_fit-12.7,haimer,shrink_fit,HSK-A63,,1.2598,,
HAIMER-HSK-A63-shrink_fit-15.88,haimer,shrink_fit,HSK-A63,,1.3402,,
HAIMER-HSK-A63-shrink_fit-6.0,haimer,shrink_fit,HSK-A63,,1.063,,
HAIMER-HSK-A63-shrink_fit-8.0,haimer,shrink_fit,HSK-A63,,1.063,,
HAIMER-HSK-A63-shrink_fit-10.0,haimer,shrink_fit,HSK-A63,,1.2598,,
HAIMER-HSK-A63-shrink_fit-12.0,haimer,shrink_fit,HSK-A63,,1.2598,,
HAIMER-HSK-A63-shrink_fit-14.0,haimer,shrink_fit,HSK-A63,,1.3386,,
HAIMER-HSK-A63-shrink_fit-18.0,haimer,shrink_fit,HSK-A63,,1.6535,,
HAIMER-HSK-A63-shrink_fit-20.0,haimer,shrink_fit,HSK-A63,,1.3976,,
.25.3,haimer,shrink_fit,HSK-A63,,1.7717,,
.1/8z.8.i,haimer,shrink_fit,HSK-A63,,0.35,,
.03.8,haimer,shrink_fit,HSK-A63,,0.3543,,
.04.8,haimer,shrink_fit,HSK-A63,,0.3937,,
.05.8,haimer,shrink_fit,HSK-A63,,0.4331,,
.1z.i,haimer,shrink_fit,HSK-A63,,2.1701,,
22,haimer,shrink_fit,HSK-A63,,0.315,,
.1/4Z.4,haimer,shrink_fit,HSK-A63,7.8701,1.0598,,
4 —,haimer,shrink_fit,HSK-A63,,1.2598,,
.1/2Z.4,haimer,shrink_fit,HSK-A63,7.8701,1.2598,,
.5/8Z.4,haimer,shrink_fit,HSK-A63,7.8701,1.3402,,
.3/4Z.4,haimer,shrink_fit,HSK-A63,7.8701,1.65,,
.1Z.4,haimer,shrink_fit,HSK-A63,7.8701,2.0902,,
.06,haimer,shrink_fit,HSK-A63,7.874,1.063,,
0 .12,haimer,shrink_fit,HSK-A63,7.874,1.2598,,
.14,haimer,shrink_fit,HSK-A63,7.874,1.3386,,
.16,haimer,shrink_fit,HSK-A63,7.874,1.3386,,
.18,haimer,shrink_fit,HSK-A63,7.874,1.6535,,
.20,haimer,shrink_fit,HSK-A63,7.874,1.6535,,
.25,haimer,shrink_fit,HSK-A63,7.874,2.0866,,
.32,haimer,shrink_fit,HSK-A63,7.874,2.0866,,
.5/16z.37,haimer,shrink_fit,HSK-A63,7.8701,3.2701,,
.3/8z.37,haimer,shrink_fit,HSK-A63,7.8701,3.2701,,
.10.37,haimer,shrink_fit,HSK-A63,7.874,3.2677,,
.40.6.40.67,haimer,shrink_fit,HSK-A63,7.874,3.7008,,
.50.6.50.67,haimer,shrink_fit,HSK-A63,7.874,3.7008,,
.16.67,haimer,shrink_fit,HSK-A63,3.937,1.811,,
.20.671),haimer,shrink_fit,HSK-A63,3.937,1.811,,
.22.KKB,haimer,shrink_fit,HSK-A63,6.2992,1.8898,,
.27.KKB,haimer,shrink_fit,HSK-A63,6.2992,2.3622,,
.32.KKB,haimer,shrink_fit,HSK-A63,6.2992,3.0709,,
.40.KKB,haimer,shrink_fit,HSK-A63,6.2992,3.4252,,
.1Z.67.I,haimer,shrink_fit,HSK-A63,9,4.2902,,
HAIMER-HSK-A63-shrink_fit-5.0,haimer,shrink_fit,HSK-A63,,0.3543,,
HAIMER-HSK-A63-shrink_fit-19.05,haimer,shrink_fit,HSK-A63,,1.7098,,
.03,haimer,shrink_fit,HSK-A63,1.7717,0.3543,,
.04,haimer,shrink_fit,HSK-A63,1.7717,0.3937,,
.05,haimer,shrink_fit,HSK-A63,1.7717,0.4331,,
.06.V2,haimer,shrink_fit,HSK-A63,1.7717,0.4724,,
.06.V3,haimer,shrink_fit,HSK-A63,1.9685,0.4724,,
.08,haimer,shrink_fit,HSK-A63,1.9685,0.5512,,
.10.V2,haimer,shrink_fit,HSK-A63,1.9685,0.7087,,
.10.V3,haimer,shrink_fit,HSK-A63,2.1654,0.7087,,
.12,haimer,shrink_fit,HSK-A63,1.9685,0.7874,,
.1/8Z,haimer,shrink_fit,HSK-A63,2.361,0.3902,,
.3/16Z,haimer,shrink_fit,HSK-A63,2.361,0.3902,,
.1/4Z,haimer,shrink_fit,HSK-A63,2.7598,0.8299,,
.3/8Z,haimer,shrink_fit,HSK-A63,3.15,0.9402,,
03,haimer,shrink_fit,HSK-A63,3.1496,0.3543,,
.04,haimer,shrink_fit,HSK-A63,3.1496,0.3937,,
.05,haimer,shrink_fit,HSK-A63,3.1496,0.4331,,
.06,haimer,shrink_fit,HSK-A63,3.1496,0.4724,,
.08,haimer,shrink_fit,HSK-A63,3.1496,0.5512,,
.10,haimer,shrink_fit,HSK-A63,3.1496,0.6299,,
.12,haimer,shrink_fit,HSK-A63,3.1496,0.7087,,
.1/4Z,haimer,shrink_fit,HSK-A63,3.15,1.0598,,
.5/16Z,haimer,shrink_fit,HSK-A63,3.15,1.0598,,
.1/2Z,haimer,shrink_fit,HSK-A63,3.5402,1.2598,,
.5/8Z,haimer,shrink_fit,HSK-A63,3.5402,1.3402,,
.03,haimer,shrink_fit,HSK-A63,0.1087,0.3543,,
.04,haimer,shrink_fit,HSK-A63,0.1087,0.3937,,
.05,haimer,shrink_fit,HSK-A63,0.1087,0.4331,,
.06,haimer,shrink_fit,HSK-A63,0.1087,0.4724,,
.08,haimer,shrink_fit,HSK-A63,0.1087,0.5512,,
—,haimer,shrink_fit,HSK-A63,,0.3902,,
.1/4Z,haimer,shrink_fit,HSK-A63,5.1201,1.0598,,
.5/16Z,haimer,shrink_fit,HSK-A63,5.1201,1.0598,,
.3/8Z,haimer,shrink_fit,HSK-A63,5.1201,1.2598,,
.7/16Z,haimer,shrink_fit,HSK-A63,5.1201,1.2598,,
.1/2Z,haimer,shrink_fit,HSK-A63,5.1201,1.2598,,
.5/8Z,haimer,shrink_fit,HSK-A63,5.1201,1.3402,,
.3/4Z,haimer,shrink_fit,HSK-A63,5.1201,1.65,,
–.1/8Z,haimer,shrink_fit,HSK-A63,3.9402,0.35,,
.3/16Z.3/16Z,haimer,shrink_fit,HSK-A63,3.9402,0.4299,,
.1/4Z.1/4Z,haimer,shrink_fit,HSK-A63,3.9402,0.4701,,
.3/8Z.3/8Z,haimer,shrink_fit,HSK-A63,3.9402,0.6299,,
.1/2Z.1/2Z,haimer,shrink_fit,HSK-A63,3.9402,0.7098,,
.10,haimer,shrink_fit,HSK-A63,1.8898,0.6299,,
.12,haimer,shrink_fit,HSK-A63,1.8898,0.7087,,
.1/4z,haimer,shrink_fit,HSK-A63,3,1.063,,
1) .5/16z1),haimer,shrink_fit,HSK-A63,3,1.063,,
.3/8z,haimer,shrink_fit,HSK-A63,3,1.2201,,
.7/16z,haimer,shrink_fit,HSK-A63,3,1.2598,,
.1/2z,haimer,shrink_fit,HSK-A63,3,1.3,,
.5/8z,haimer,shrink_fit,HSK-A63,3,1.4169,,
.3/4z,haimer,shrink_fit,HSK-A63,3,1.6142,,
.1z,haimer,shrink_fit,HSK-A63,3,2.0469,,
.1z.5.i,haimer,shrink_fit,HSK-A63,2.75,1.811,,
HAIMER-HSK-A63-shrink_fit-19.05,haimer,shrink_fit,HSK-A63,0.0748,1.7098,,
HAIMER-HSK-A63-shrink_fit-25.4,haimer,shrink_fit,HSK-A63,0.1,2.165,,
.1/4Z.4,haimer,shrink_fit,PSC,5.1201,1.0598,,
HAIMER-PSC-shrink_fit-7.94,haimer,shrink_fit,PSC,,1.0598,,
.1/2Z,haimer,shrink_fit,PSC,5.1201,1.2598,,
.4 .5/8Z.4,haimer,shrink_fit,PSC,5.1201,1.3402,,
.3/4Z.4,haimer,shrink_fit,PSC,5.1201,1.65,,
HAIMER-PSC-shrink_fit-22.22,haimer,shrink_fit,PSC,,1.65,,
.1Z.4,haimer,shrink_fit,PSC,5.1201,2.0902,,
HAIMER-PSC-shrink_fit-3.0,haimer,shrink_fit,PSC,,0.3937,,
HAIMER-PSC-shrink_fit-4.0,haimer,shrink_fit,PSC,,0.3937,,
HAIMER-PSC-shrink_fit-5.0,haimer,shrink_fit,PSC,,0.3937,,
.06,haimer,shrink_fit,PSC,6.2992,1.063,,
.12,haimer,shrink_fit,PSC,6.2992,1.2598,,
.14,haimer,shrink_fit,PSC,6.2992,1.3386,,
.16,haimer,shrink_fit,PSC,6.2992,1.3386,,
.18,haimer,shrink_fit,PSC,6.2992,1.6535,,
.20,haimer,shrink_fit,PSC,6.2992,1.6535,,
.25,haimer,shrink_fit,PSC,6.2992,2.0866,,
32,haimer,shrink_fit,PSC,6.2992,2.0866,,
.06.3—,haimer,shrink_fit,PSC,5.1181,2.0866,,
.16.3.16.37,haimer,shrink_fit,PSC,5.1181,2.0866,,
.20.3.20.37,haimer,shrink_fit,PSC,5.1181,2.0866,,
.11.71),haimer,ER,PSC,6.3,,,
.16.71),haimer,ER,PSC,6.3,,,
.06,haimer,weldon,PSC,2.1654,0.9843,,
.08,haimer,weldon,PSC,2.1654,1.1024,,
.10,haimer,weldon,PSC,2.3622,1.378,,
.12,haimer,weldon,PSC,2.3622,1.6535,,
.14,haimer,weldon,PSC,2.3622,1.7323,,
.16,haimer,weldon,PSC,2.5591,1.8898,,
.18,haimer,weldon,PSC,2.5591,1.9685,,
.20,haimer,weldon,PSC,2.5591,2.0472,,
.25,haimer,weldon,PSC,3.1496,2.5197,,
.32,haimer,weldon,PSC,3.5433,2.8346,,
.40,haimer,weldon,PSC,3.937,3.1496,,
.16.KKB,haimer,weldon,PSC,1.5748,1.4173,,
.22.KKB,haimer,weldon,PSC,0.9843,1.8898,,
.27.KKB,haimer,weldon,PSC,0.9843,2.3622,,
.32.KKB,haimer,weldon,PSC,0.9843,2.4803,,
.40.KKB,haimer,weldon,PSC,1.5748,2.7559,,
GUH-4216-CAT40-6.35,guhring,hydraulic,CAT40,1.4567,1.0236,,
GUH-4216-CAT40-12.7,guhring,hydraulic,CAT40,1.811,1.2598,,
GUH-4216-CAT40-19.05,guhring,hydraulic,CAT40,1.9291,1.5748,,
GUH-4216-CAT40-31.75,guhring,hydraulic,CAT40,2.4016,2.4803,,
GUH-4216-CAT50-6.35,guhring,hydraulic,CAT50,1.4567,1.0236,,
GUH-4216-CAT50-9.525,guhring,hydraulic,CAT50,1.6142,1.1811,,
GUH-4216-CAT50-12.7,guhring,hydraulic,CAT50,1.811,1.2598,,
GUH-4216-CAT50-15.875,guhring,hydraulic,CAT50,1.9291,1.4961,,
GUH-4216-CAT50-31.75,guhring,hydraulic,CAT50,2.4016,2.4803,,
GUH-4764-CAT40-6.35,guhring,hydraulic,CAT40,1.4173,0.8268,,
GUH-4764-CAT40-12.7,guhring,hydraulic,CAT40,1.811,0.9449,,
GUH-4764-CAT40-19.05,guhring,hydraulic,CAT40,1.9291,1.2992,,
GUH-4764-CAT40-31.75,guhring,hydraulic,CAT40,2.4016,1.7323,,
GUH-4764-CAT50-6.35,guhring,hydraulic,CAT50,1.4173,0.8268,,
GUH-4764-CAT50-9.525,guhring,hydraulic,CAT50,1.6142,0.9449,,
GUH-4764-CAT50-12.7,guhring,hydraulic,CAT50,1.811,0.9449,,
GUH-4764-CAT50-15.875,guhring,hydraulic,CAT50,1.9291,1.063,,
GUH-4764-CAT50-19.05,guhring,hydraulic,CAT50,1.9291,1.2992,,
GUH-4764-CAT50-25.4,guhring,hydraulic,CAT50,2.2441,1.7323,,
GUH-4764-CAT50-31.75,guhring,hydraulic,CAT50,2.4016,1.7323,,
GUH-4765-CAT50-9.525,guhring,hydraulic,CAT50,1.6142,0.9449,,
GUH-4765-CAT50-12.7,guhring,hydraulic,CAT50,1.811,0.9449,,
GUH-4765-CAT50-25.4,guhring,hydraulic,CAT50,2.2441,1.7323,,
