tool_id,brand,tool_type,grade_name,iso,toolpath,op,cut,strategy,dia_in,flutes,vc_sfm,rpm,fz_in,feed_ipm,ap_in,ae_in,coolant,css,hb_min,hb_max,flute_source,source_file
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Copper (N),N,Slot,milling,roughing,slot,0.007,4,479,261086,0.0013,1332.16,0.0035,0.007,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Copper (N),N,Ramp,milling,roughing,plunge,0.007,4,419,228450,0.0007,647.57,0.007,0.0035,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Copper (N),N,Semi,milling,semi_finishing,conventional,0.007,4,656,357652,0.0011,1577.05,0.007,0.0035,mist,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Copper (N),N,Finish,milling,finishing,conventional,0.007,4,755,411299,0.0008,1295.43,0.007,0.0051,mist,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0070-end_mill,Accupro,end_mill,Copper (N),N,HSM,milling,finishing,hsm,0.007,4,981,534689,0.0008,1684.06,0.0011,0.0035,mist,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,6061/7075 Alum (N),N,Rough,milling,roughing,conventional,0.008,4,1198,572331,0.0014,3244.71,0.008,0.0039,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,6061/7075 Alum (N),N,HEM Adaptive,milling,roughing,adaptive,0.008,4,1677,801263,0.0017,5451.11,0.016,0.0008,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,6061/7075 Alum (N),N,Trochoidal,milling,roughing,trochoidal,0.008,4,1796,858496,0.0018,6327.18,0.02,0.0006,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,6061/7075 Alum (N),N,Slot,milling,roughing,slot,0.008,4,958,457864,0.0013,2336.19,0.004,0.008,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,6061/7075 Alum (N),N,Ramp,milling,roughing,plunge,0.008,4,838,400631,0.0007,1135.65,0.008,0.0039,flood,0,30,150,record,Accupro_catalog
